ticker,name,city
GIPTA,GIPTA OFİS KIRTASİYE VE PROMOSYON ÜRÜNLERİ İMALAT SANAYİ A.Ş.,ANKARA
GMTAS,GİMAT MAĞAZACILIK SANAYİ VE TİCARET A.Ş.,ANKARA
GESAN,GİRİŞİM ELEKTRİK SANAYİ TAAHHÜT VE TİCARET A.Ş.,ANKARA
GLB,GLOBAL MENKUL DEĞERLER A.Ş.,İSTANBUL
GLBMD,GLOBAL MENKUL DEĞERLER A.Ş.,İSTANBUL
GLYHO,GLOBAL YATIRIM HOLDİNG A.Ş.,İSTANBUL
GGBVK,GOLDEN GLOBAL VARLIK KİRALAMA A.Ş.,İSTANBUL
GSIPD,GOLDMAN SACHS INTERNATIONAL,
GOODY,GOODYEAR LASTİKLERİ T.A.Ş.,İSTANBUL
GOKNR,GÖKNUR GIDA MADDELERİ ENERJİ İMALAT İTHALAT İHRACAT TİCARET VE SANAYİ A.Ş.,ANKARA
GOLTS,GÖLTAŞ GÖLLER BÖLGESİ ÇİMENTO SANAYİ VE TİCARET A.Ş.,İSTANBUL
GOZDE,GÖZDE GİRİŞİM SERMAYESİ YATIRIM ORTAKLIĞI A.Ş.,İSTANBUL
GRTHO,GRAINTURK HOLDİNG A.Ş.,İSTANBUL
GSDDE,GSD DENİZCİLİK GAYRİMENKUL İNŞAAT SANAYİ VE TİCARET A.Ş.,İSTANBUL
GSDHO,GSD HOLDİNG A.Ş.,İSTANBUL
GUBRF,GÜBRE FABRİKALARI T.A.Ş.,İSTANBUL
GLRYH,GÜLER YATIRIM HOLDİNG A.Ş.,İSTANBUL
GLRMK,GÜLERMAK AĞIR SANAYİ İNŞAAT VE TAAHHÜT A.Ş.,ANKARA
GUNDG,GÜNDOĞDU GIDA SÜT ÜRÜNLERİ SANAYİ VE DIŞ TİCARET A.Ş.,İSTANBUL
GRSEL,GÜR-SEL TURİZM TAŞIMACILIK VE SERVİS TİCARET A.Ş.,İSTANBUL
GYVAR,GY VARLIK KİRALAMA A.Ş.,İSTANBUL
SAHOL,HACI ÖMER SABANCI HOLDİNG A.Ş.,İSTANBUL
HALKF,HALK FİNANSAL KİRALAMA A.Ş.,İSTANBUL
HLGYO,HALK GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.,İSTANBUL
HLVKS,HALK VARLIK KİRALAMA A.Ş.,İSTANBUL
HALKI,HALK YATIRIM MENKUL DEĞERLER A.Ş.,İSTANBUL
HLY,HALK YATIRIM MENKUL DEĞERLER A.Ş.,İSTANBUL
HRKET,HAREKET PROJE TAŞIMACILIĞI VE YÜK MÜHENDİSLİĞİ A.Ş.,İSTANBUL
HATEK,HATEKS HATAY TEKSTİL İŞLETMELERİ A.Ş.,HATAY
HATSN,HAT-SAN GEMİ İNŞAA BAKIM ONARIM DENİZ NAKLİYAT SANAYİ VE TİCARET A.Ş.,İSTANBUL
HAYVK,HAYAT VARLIK KİRALAMA A.Ş.,İSTANBUL
HDFFL,HEDEF ARAÇ KİRALAMA VE SERVİS A.Ş.,İSTANBUL
HDFGS,HEDEF GİRİŞİM SERMAYESİ YATIRIM ORTAKLIĞI A.Ş.,İSTANBUL
HEDEF,HEDEF HOLDİNG A.Ş.,İSTANBUL
HDFVK,HEDEF VARLIK KİRALAMA A.Ş.,İSTANBUL
HDFYB,HEDEF YATIRIM BANKASI A.Ş.,İSTANBUL
HYB,HEDEF YATIRIM BANKASI A.Ş.,İSTANBUL
HEKTS,HEKTAŞ TİCARET T.A.Ş.,KOCAELİ
HKTM,HİDROPAR HAREKET KONTROL TEKNOLOJİLERİ MERKEZİ SANAYİ VE TİCARET A.Ş.,KOCAELİ
HTTBT,HİTİT BİLGİSAYAR HİZMETLERİ A.Ş.,İSTANBUL
HOROZ,HOROZ LOJİSTİK KARGO HİZMETLERİ VE TİCARET A.Ş.,İSTANBUL
HUBVC,HUB GİRİŞİM SERMAYESİ YATIRIM ORTAKLIĞI A.Ş.,İSTANBUL
HUNER,HUN YENİLENEBİLİR ENERJİ ÜRETİM A.Ş.,İSTANBUL
HUZFA,HUZUR FAKTORİNG A.Ş.,İSTANBUL
HURGZ,HÜRRİYET GAZETECİLİK VE MATBAACILIK A.Ş.,İSTANBUL
ENTRA,IC ENTERRA YENİLENEBİLİR ENERJİ A.Ş.,ANKARA
ICB,ICBC TURKEY BANK A.Ş.,İSTANBUL
ICBCT,ICBC TURKEY BANK A.Ş.,İSTANBUL
ICUGS,ICU GİRİŞİM SERMAYESİ YATIRIM ORTAKLIĞI A.Ş.,İZMİR
INGRM,INGRAM MİCRO BİLİŞİM SİSTEMLERİ A.Ş.,İSTANBUL
INVEO,INVEO YATIRIM HOLDİNG A.Ş.,İSTANBUL
IAZ,INVEST-AZ YATIRIM MENKUL DEĞERLER A.Ş.,İSTANBUL
INVAZ,INVEST-AZ YATIRIM MENKUL DEĞERLER A.Ş.,İSTANBUL
INVES,INVESTCO HOLDİNG A.Ş.,İSTANBUL
ISKPL,IŞIK PLASTİK SANAYİ VE DIŞ TİCARET PAZARLAMA A.Ş.,İSTANBUL
IEYHO,IŞIKLAR ENERJİ VE YAPI HOLDİNG A.Ş.,İSTANBUL
IDGYO,İDEALİST GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.,İSTANBUL
IHEVA,İHLAS EV ALETLERİ İMALAT SANAYİ VE TİCARET A.Ş.,İSTANBUL
IHLGM,İHLAS GAYRİMENKUL PROJE GELİŞTİRME VE TİCARET A.Ş.,İSTANBUL
IHGZT,İHLAS GAZETECİLİK A.Ş.,İSTANBUL
IHAAS,İHLAS HABER AJANSI A.Ş.,İSTANBUL
IHLAS,İHLAS HOLDİNG A.Ş.,İSTANBUL
IHYAY,İHLAS YAYIN HOLDİNG A.Ş.,İSTANBUL
IMASM,İMAŞ MAKİNA SANAYİ A.Ş.,KONYA
INDES,İNDEKS BİLGİSAYAR SİSTEMLERİ MÜHENDİSLİK SANAYİ VE TİCARET A.Ş.,İSTANBUL
INFO,İNFO YATIRIM MENKUL DEĞERLER A.Ş.,İSTANBUL
IYF,İNFO YATIRIM MENKUL DEĞERLER A.Ş.,İSTANBUL
INTEK,İNNOSA TEKNOLOJİ A.Ş.,İSTANBUL
INTEM,İNTEMA İNŞAAT VE TESİSAT MALZEMELERİ YATIRIM VE PAZARLAMA A.Ş.,İSTANBUL
ISDMR,İSKENDERUN DEMİR VE ÇELİK A.Ş.,HATAY
ISTFK,İSTANBUL FAKTORİNG A.Ş.,İSTANBUL
ISTVY,İSTANBUL VARLIK YÖNETİM A.Ş.,İSTANBUL
ISFAK,İŞ FAKTORİNG A.Ş.,İSTANBUL
ISFIN,İŞ FİNANSAL KİRALAMA A.Ş.,İSTANBUL
ISGYO,İŞ GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.,İSTANBUL
ISGSY,İŞ GİRİŞİM SERMAYESİ YATIRIM ORTAKLIĞI A.Ş.,İSTANBUL
ISMEN,İŞ YATIRIM MENKUL DEĞERLER A.Ş.,İSTANBUL
IYM,İŞ YATIRIM MENKUL DEĞERLER A.Ş.,İSTANBUL
ISYAT,İŞ YATIRIM ORTAKLIĞI A.Ş.,İSTANBUL
ISBIR,İŞBİR HOLDİNG A.Ş.,ANKARA
ISSEN,İŞBİR SENTETİK DOKUMA SANAYİ A.Ş.,BALIKESİR
IZINV,İZ YATIRIM HOLDİNG A.Ş.,İSTANBUL
IZENR,İZDEMİR ENERJİ ELEKTRİK ÜRETİM A.Ş.,İZMİR
IZMDC,İZMİR DEMİR ÇELİK SANAYİ A.Ş.,İZMİR
IZFAS,İZMİR FIRÇA SANAYİ VE TİCARET A.Ş.,İZMİR
JANTS,JANTSA JANT SANAYİ VE TİCARET A.Ş.,AYDIN
KFEIN,KAFEİN YAZILIM HİZMETLERİ TİCARET A.Ş.,İSTANBUL
KLKIM,KALEKİM KİMYEVİ MADDELER SANAYİ VE TİCARET A.Ş.,İSTANBUL
KLSER,KALESERAMİK ÇANAKKALE KALEBODUR SERAMİK SANAYİ A.Ş.,İSTANBUL
KLVKS,KALKINMA YATIRIM VARLIK KİRALAMA A.Ş.,İSTANBUL
KLYPV,KALYON GÜNEŞ TEKNOLOJİLERİ ÜRETİM A.Ş.,ANKARA
KTEST,KAP TEST A.Ş.,ANKARA
KPTGY,KAPİTAL GAYRİMENKUL YATIRIMI GELİŞTİRME VE İŞLETMECİLİK A.Ş.,İSTANBUL
KAPLM,KAPLAMİN AMBALAJ SANAYİ VE TİCARET A.Ş.,İZMİR
KRDMA,KARDEMİR KARABÜK DEMİR ÇELİK SANAYİ VE TİCARET A.Ş.,KARABÜK
KRDMB,KARDEMİR KARABÜK DEMİR ÇELİK SANAYİ VE TİCARET A.Ş.,KARABÜK
KRDMD,KARDEMİR KARABÜK DEMİR ÇELİK SANAYİ VE TİCARET A.Ş.,KARABÜK
KAREL,KAREL ELEKTRONİK SANAYİ VE TİCARET A.Ş.,İSTANBUL
KARSN,KARSAN OTOMOTİV SANAYİİ VE TİCARET A.Ş.,BURSA
KRTEK,KARSU TEKSTİL SANAYİİ VE TİCARET A.Ş.,KAYSERİ
KARTN,KARTONSAN KARTON SANAYİ VE TİCARET A.Ş.,İSTANBUL
KATVK,KATILIM VARLIK KİRALAMA A.Ş.,İSTANBUL
KTLEV,KATILIMEVİM TASARRUF FİNANSMAN A.Ş.,İSTANBUL
KATMR,KATMERCİLER ARAÇ ÜSTÜ EKİPMAN SANAYİ VE TİCARET A.Ş.,İZMİR
KFILO,KAYATUR FİLO KİRALAMA A.Ş.,ANKARA
KAYSE,KAYSERİ ŞEKER FABRİKASI A.Ş.,KAYSERİ
KNTFA,KENT FİNANS FAKTORİNG A.Ş.,İSTANBUL
KENT,KENT GIDA MADDELERİ SANAYİİ VE TİCARET A.Ş.,KOCAELİ
KRVGD,KERVAN GIDA SANAYİ VE TİCARET A.Ş.,İSTANBUL
KERVN,KERVANSARAY YATIRIM HOLDİNG A.Ş.,İSTANBUL
TCKRC,KIRAÇ GALVANİZ TELEKOMİNİKASYON METAL MAKİNE İNŞAAT ELEKTRİK SANAYİ VE TİCARET A.Ş.,BURSA
KZBGY,KIZILBÜK GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.,İSTANBUL
KLGYO,KİLER GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.,İSTANBUL
KLRHO,KİLER HOLDİNG A.Ş.,İSTANBUL
KMPUR,KİMTEKS POLİÜRETAN SANAYİ VE TİCARET A.Ş.,İSTANBUL
KLMSN,KLİMASAN KLİMA SANAYİ VE TİCARET A.Ş.,MANİSA
KCAER,KOCAER ÇELİK SANAYİ VE TİCARET A.Ş.,DENİZLİ
KOCFN,KOÇ FİNANSMAN A.Ş.,İSTANBUL
KCHOL,KOÇ HOLDİNG A.Ş.,İSTANBUL
KOCMT,KOÇ METALURJİ A.Ş.,HATAY
KSFIN,KOÇ STELLANTİS FİNANSMAN A.Ş.,İSTANBUL
KLSYN,KOLEKSİYON MOBİLYA SANAYİ A.Ş.,İSTANBUL
KNFRT,KONFRUT TARIM A.Ş.,İSTANBUL
KONTR,KONTROLMATİK TEKNOLOJİ ENERJİ VE MÜHENDİSLİK A.Ş.,İSTANBUL
KONYA,KONYA ÇİMENTO SANAYİİ A.Ş.,KONYA
KONKA,KONYA KAĞIT SANAYİ VE TİCARET A.Ş.,KONYA
KGYO,KORAY GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.,İSTANBUL
KORDS,KORDSA TEKNİK TEKSTİL A.Ş.,KOCAELİ
KRPLS,KOROPLAST TEMİZLİK AMBALAJ ÜRÜNLERİ SANAYİ VE DIŞ TİCARET A.Ş.,İSTANBUL
KORTS,KORTEKS MENSUCAT SANAYİ VE TİCARET A.Ş.,BURSA
KOTON,KOTON MAĞAZACILIK TEKSTİL SANAYİ VE TİCARET A.Ş.,İSTANBUL
KOPOL,KOZA POLYESTER SANAYİ VE TİCARET A.Ş.,GAZİANTEP
KRGYO,KÖRFEZ GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.,İSTANBUL
KRSTL,KRİSTAL KOLA VE MEŞRUBAT SANAYİ TİCARET A.Ş.,İSTANBUL
KRONT,KRON TEKNOLOJİ A.Ş.,İSTANBUL
KTKVK,KT KİRA SERTİFİKALARI VARLIK KİRALAMA A.Ş.,İSTANBUL
KTSVK,KT SUKUK VARLIK KİRALAMA A.Ş.,İSTANBUL
KSTUR,KUŞTUR KUŞADASI TURİZM ENDÜSTRİSİ A.Ş.,AYDIN
KUVVA,KUVVA GIDA TİCARET VE SANAYİ YATIRIMLARI A.Ş.,İSTANBUL
KUYAS,KUYAŞ YATIRIM A.Ş.,İSTANBUL
KBORU,KUZEY BORU A.Ş.,AKSARAY
KZGYO,KUZUGRUP GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.,İSTANBUL
KUTPO,KÜTAHYA PORSELEN SANAYİ A.Ş.,KÜTAHYA
KTSKR,KÜTAHYA ŞEKER FABRİKASI A.Ş.,KÜTAHYA
LIDER,LDR TURİZM A.Ş.,İSTANBUL
LIDFA,LİDER FAKTORİNG A.Ş.,İSTANBUL
LILAK,LİLA KAĞIT SANAYİ VE TİCARET A.Ş.,İSTANBUL
LMKDC,LİMAK DOĞU ANADOLU ÇİMENTO SANAYİ VE TİCARET A.Ş.,ŞANLIURFA
LINK,LİNK BİLGİSAYAR SİSTEMLERİ YAZILIMI VE DONANIMI SANAYİ VE TİCARET A.Ş.,İSTANBUL
LOGO,LOGO YAZILIM SANAYİ VE TİCARET A.Ş.,KOCAELİ
LKMNH,LOKMAN HEKİM ENGÜRÜSAĞ SAĞLIK TURİZM EĞİTİM HİZMETLERİ VE İNŞAAT TAAHHÜT A.Ş.,ANKARA
LRSHO,LORAS HOLDİNG A.Ş.,KONYA
LXGYO,LUXERA GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.,İSTANBUL
LUKSK,LÜKS KADİFE TİCARET VE SANAYİİ A.Ş.,KAYSERİ
LYDHO,LYDİA HOLDİNG A.Ş.,İSTANBUL
LYDYE,LYDİA YEŞİL ENERJİ KAYNAKLARI A.Ş.,İSTANBUL
MACKO,MACKOLİK İNTERNET HİZMETLERİ TİCARET A.Ş.,İSTANBUL
MAKIM,MAKİM MAKİNA TEKNOLOJİLERİ SANAYİ VE TİCARET A.Ş.,ANKARA
MAKTK,MAKİNA TAKIM ENDÜSTRİSİ A.Ş.,İSTANBUL
MANAS,MANAS ENERJİ YÖNETİMİ SANAYİ VE TİCARET A.Ş.,ANKARA
MRBAS,MARBAŞ MENKUL DEĞERLER A.Ş.,İSTANBUL
MRS,MARBAŞ MENKUL DEĞERLER A.Ş.,İSTANBUL
MAGEN,MARGÜN ENERJİ ÜRETİM SANAYİ VE TİCARET A.Ş.,ANKARA
MRMAG,MARKA MAĞAZACILIK A.Ş.,İSTANBUL
MARKA,MARKA YATIRIM HOLDİNG A.Ş.,İSTANBUL
MARMR,MARMARA HOLDİNG A.Ş.,KOCAELİ
MAALT,MARMARİS ALTINYUNUS TURİSTİK TESİSLER A.Ş.,ANTALYA
MRSHL,MARSHALL BOYA VE VERNİK SANAYİİ A.Ş.,KOCAELİ
MRGYO,MARTI GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.,İSTANBUL
MARTI,MARTI OTEL İŞLETMELERİ A.Ş.,İSTANBUL
MTRKS,MATRİKS FİNANSAL TEKNOLOJİLER A.Ş.,İSTANBUL
MAVI,MAVİ GİYİM SANAYİ VE TİCARET A.Ş.,İSTANBUL
MZHLD,MAZHAR ZORLU HOLDİNG A.Ş.,İZMİR
MDIAZ,MEDİAZZ YENİ MEDYA VE TEKNOLOJİ YATIRIMLARI A.Ş.,İSTANBUL
MEDTR,MEDİTERA TIBBİ MALZEME SANAYİ VE TİCARET A.Ş.,İZMİR
MEGMT,MEGA METAL SANAYİ VE TİCARET A.Ş.,İSTANBUL
MEGAP,MEGA POLİETİLEN KÖPÜK SANAYİ VE TİCARET A.Ş.,İSTANBUL
MEKAG,MEKA GLOBAL MAKİNE İMALAT SANAYİ VE TİCARET A.Ş.,ANKARA
MEKMD,MEKSA YATIRIM MENKUL DEĞERLER A.Ş.,İSTANBUL
MSA,MEKSA YATIRIM MENKUL DEĞERLER A.Ş.,İSTANBUL
MNDRS,MENDERES TEKSTİL SANAYİ VE TİCARET A.Ş.,İZMİR
MERCN,MERCAN KİMYA SANAYİ VE TİCARET A.Ş.,DENİZLİ
MRBKF,MERCEDES BENZ KAMYON FİNANSMAN A.Ş.,İSTANBUL
MBFTR,MERCEDES-BENZ FİNANSMAN TÜRK A.Ş.,İSTANBUL
MERIT,MERİT TURİZM YATIRIM VE İŞLETME A.Ş.,İSTANBUL
MERKO,MERKO GIDA SANAYİ VE TİCARET A.Ş.,İSTANBUL
METEN,METGÜN ENERJİ YATIRIMLARI A.Ş.,İSTANBUL
METRO,METRO TİCARİ VE MALİ YATIRIMLAR HOLDİNG A.Ş.,İSTANBUL
MTRYO,METRO YATIRIM ORTAKLIĞI A.Ş.,İSTANBUL
MCARD,METROPAL KURUMSAL HİZMETLER A.Ş.,İSTANBUL
MEYSU,MEYSU GIDA SANAYİ VE TİCARET A.Ş.,KAYSERİ
MHRGY,MHR GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.,İSTANBUL
MIATK,MİA TEKNOLOJİ A.Ş.,ANKARA
MDASM,MİDAS MENKUL DEĞERLER A.Ş.,İSTANBUL
MDS,MİDAS MENKUL DEĞERLER A.Ş.,İSTANBUL
MGROS,MİGROS TİCARET A.Ş.,İSTANBUL
MILKS,MİLK ACADEMY SÜT ÜRÜNLERİ SANAYİ VE TİCARET A.Ş.,BURSA
MINTF,MİNT FİNANSMAN A.Ş.,İSTANBUL
MSGYO,MİSTRAL GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.,İZMİR
MSY,MİSYON YATIRIM BANKASI A.Ş.,İSTANBUL
MSYBN,MİSYON YATIRIM BANKASI A.Ş.,İSTANBUL
MPARK,MLP SAĞLIK HİZMETLERİ A.Ş.,İSTANBUL
MMCAS,MMC SANAYİ VE TİCARİ YATIRIMLAR A.Ş.,İSTANBUL
MNGFA,MNG FAKTORİNG A.Ş.,İSTANBUL
MOBTL,MOBİLTEL İLETİŞİM HİZMETLERİ SANAYİ VE TİCARET A.Ş.,İSTANBUL
MOGAN,MOGAN ENERJİ YATIRIM HOLDİNG A.Ş.,ANKARA
MNDTR,MONDİ TURKEY OLUKLU MUKAVVA KAĞIT VE AMBALAJ SANAYİ A.Ş.,İZMİR
MOPAS,MOPAŞ MARKETÇİLİK GIDA SANAYİ VE TİCARET A.Ş.,İSTANBUL
EGEPO,NASMED ÖZEL SAĞLIK HİZMETLERİ TİCARET A.Ş.,İZMİR
NATEN,NATUREL YENİLENEBİLİR ENERJİ TİCARET A.Ş.,ANKARA
NTGAZ,NATURELGAZ SANAYİ VE TİCARET A.Ş.,İSTANBUL
NTHOL,NET HOLDİNG A.Ş.,İSTANBUL
NETAS,NETAŞ TELEKOMÜNİKASYON A.Ş.,İSTANBUL
NETCD,NETCAD YAZILIM A.Ş.,ANKARA
NIBAS,NİĞBAŞ NİĞDE BETON SANAYİ VE TİCARET A.Ş.,NİĞDE
NUHCM,NUH ÇİMENTO SANAYİ A.Ş.,KOCAELİ
NUGYO,NUROL GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.,İSTANBUL
NURVK,NUROL VARLIK KİRALAMA A.Ş.,
NRBNK,NUROL YATIRIM BANKASI A.Ş.,İSTANBUL
NYB,NUROL YATIRIM BANKASI A.Ş.,İSTANBUL
OBAMS,OBA MAKARNACILIK SANAYİ VE TİCARET A.Ş.,GAZİANTEP
OBASE,OBASE BİLGİSAYAR VE DANIŞMANLIK HİZMETLERİ TİCARET A.Ş.,İSTANBUL
ODAS,ODAŞ ELEKTRİK ÜRETİM SANAYİ TİCARET A.Ş.,İSTANBUL
ODINE,ODİNE SOLUTİONS TEKNOLOJİ TİCARET VE SANAYİ A.Ş.,İSTANBUL
OFSYM,OFİS YEM GIDA SANAYİ TİCARET A.Ş.,ANKARA
ONCSM,ONCOSEM ONKOLOJİK SİSTEMLER SANAYİ VE TİCARET A.Ş.,ANKARA
ONRYT,ONUR YÜKSEK TEKNOLOJİ A.Ş.,ANKARA
OPET,OPET PETROLCÜLÜK A.Ş.,İSTANBUL
ORCAY,ORÇAY ORTAKÖY ÇAY SANAYİ VE TİCARET A.Ş.,RİZE
ORFIN,ORFİN FİNANSMAN A.Ş.,İSTANBUL
ORGE,ORGE ENERJİ ELEKTRİK TAAHHÜT A.Ş.,İSTANBUL
ORMA,ORMA ORMAN MAHSÜLLERİ İNTEGRE SANAYİ VE TİCARET A.Ş.,İSTANBUL
ORZAX,ORZAKS İLAÇ VE KİMYA SANAYİ TİCARET A.Ş.,İSTANBUL
OSVKS,OSMANLI VARLIK KİRALAMA A.Ş.,İSTANBUL
OMD,OSMANLI YATIRIM MENKUL DEĞERLER A.Ş.,İSTANBUL
OSMEN,OSMANLI YATIRIM MENKUL DEĞERLER A.Ş.,İSTANBUL
OSTIM,OSTİM ENDÜSTRİYEL YATIRIMLAR VE İŞLETME A.Ş.,ANKARA
OTKAR,OTOKAR OTOMOTİV VE SAVUNMA SANAYİ A.Ş.,İSTANBUL
OTOSR,OTOSOR OTOMOTİV A.Ş.,İSTANBUL
OTTO,OTTO HOLDİNG A.Ş.,İSTANBUL
OYAKC,OYAK ÇİMENTO FABRİKALARI A.Ş.,ANKARA
OYA,OYAK YATIRIM MENKUL DEĞERLER A.Ş.,İSTANBUL
OYYAT,OYAK YATIRIM MENKUL DEĞERLER A.Ş.,İSTANBUL
OYAYO,OYAK YATIRIM ORTAKLIĞI A.Ş.,İSTANBUL
OYLUM,OYLUM SINAİ YATIRIMLAR A.Ş.,KAYSERİ
OZKGY,ÖZAK GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.,İSTANBUL
OZATD,ÖZATA DENİZCİLİK SANAYİ VE TİCARET A.Ş.,YALOVA
OZGYO,ÖZDERİCİ GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.,İSTANBUL
OZRDN,ÖZERDEN AMBALAJ SANAYİ A.Ş.,İSTANBUL
OZSUB,ÖZSU BALIK ÜRETİM A.Ş.,İZMİR
OZYSR,ÖZYAŞAR TEL VE GALVANİZLEME SANAYİ A.Ş.,İSTANBUL
PAMEL,PAMEL YENİLENEBİLİR ELEKTRİK ÜRETİM A.Ş.,İSTANBUL
PNLSN,PANELSAN ÇATI CEPHE SİSTEMLERİ SANAYİ VE TİCARET A.Ş.,ANKARA
PAGYO,PANORA GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.,ANKARA
PAPIL,PAPİLON SAVUNMA TEKNOLOJİ VE TİCARET A.Ş.,ANKARA
PRFFK,PARAFİNANS FAKTORİNG A.Ş.,İSTANBUL
PRDGS,PARDUS GİRİŞİM SERMAYESİ YATIRIM ORTAKLIĞI A.Ş.,İSTANBUL
PRKME,PARK ELEKTRİK ÜRETİM MADENCİLİK SANAYİ VE TİCARET A.Ş.,İSTANBUL
PARSN,PARSAN MAKİNA PARÇALARI SANAYİİ A.Ş.,İSTANBUL
PBT,PASHA YATIRIM BANKASI A.Ş.,İSTANBUL
PBTR,PASHA YATIRIM BANKASI A.Ş.,İSTANBUL
PASEU,PASİFİK EURASİA LOJİSTİK DIŞ TİCARET A.Ş.,ANKARA
PSGYO,PASİFİK GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.,ANKARA
PAHOL,PASİFİK HOLDİNG A.Ş.,ANKARA
PATEK,PASİFİK TEKNOLOJİ A.Ş.,İSTANBUL
PCILT,PC İLETİŞİM VE MEDYA HİZMETLERİ SANAYİ TİCARET A.Ş.,İSTANBUL
PGSUS,PEGASUS HAVA TAŞIMACILIĞI A.Ş.,İSTANBUL
PEKGY,PEKER GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.,İSTANBUL
PENGD,PENGUEN GIDA SANAYİ A.Ş.,BURSA
PENTA,PENTA TEKNOLOJİ ÜRÜNLERİ DAĞITIM TİCARET A.Ş.,İSTANBUL
PSDTC,PERGAMON STATUS DIŞ TİCARET A.Ş.,İZMİR
PETKM,PETKİM PETROKİMYA HOLDİNG A.Ş.,İZMİR
PKENT,PETROKENT TURİZM A.Ş.,ANKARA
PETUN,PINAR ENTEGRE ET VE UN SANAYİİ A.Ş.,İZMİR
PINSU,PINAR SU VE İÇECEK SANAYİ VE TİCARET A.Ş.,İZMİR
PNSUT,PINAR SÜT MAMÜLLERİ SANAYİİ A.Ş.,İZMİR
PKART,PLASTİKKART AKILLI KART İLETİŞİM SİSTEMLERİ SANAYİ VE TİCARET A.Ş.,İSTANBUL
PLTUR,PLATFORM TURİZM TAŞIMACILIK GIDA İNŞAAT TEMİZLİK HİZMETLERİ SANAYİ VE TİCARET A.Ş.,İSTANBUL
POLHO,POLİSAN HOLDİNG A.Ş.,KOCAELİ
POLTK,POLİTEKNİK METAL SANAYİ VE TİCARET A.Ş.,İSTANBUL
PRZMA,PRİZMA PRES MATBAACILIK YAYINCILIK SANAYİ VE TİCARET A.Ş.,İSTANBUL
QYATB,Q YATIRIM BANKASI A.Ş.,İZMİR
YBQ,Q YATIRIM BANKASI A.Ş.,İZMİR
QYHOL,Q YATIRIM HOLDİNG A.Ş.,AYDIN
FIN,QNB BANK A.Ş.,İSTANBUL
QNBTR,QNB BANK A.Ş.,İSTANBUL
QNBFF,QNB FAKTORİNG A.Ş.,İSTANBUL
QNBFK,QNB FİNANSAL KİRALAMA A.Ş.,İSTANBUL
QNBVK,QNB VARLIK KİRALAMA A.Ş.,İSTANBUL
QUAGR,QUA GRANITE HAYAL YAPI VE ÜRÜNLERİ SANAYİ TİCARET A.Ş.,AYDIN
QUFIN,QUICK FİNANSMAN A.Ş.,İSTANBUL
RNPOL,RAİNBOW POLİKARBONAT SANAYİ TİCARET A.Ş.,KAYSERİ
RALYH,RAL YATIRIM HOLDİNG A.Ş.,ANKARA
RAYSG,RAY SİGORTA A.Ş.,İSTANBUL
REEDR,REEDER TEKNOLOJİ SANAYİ VE TİCARET A.Ş.,SAMSUN
RYGYO,REYSAŞ GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.,İSTANBUL
RYSAS,REYSAŞ TAŞIMACILIK VE LOJİSTİK TİCARET A.Ş.,İSTANBUL
RODRG,RODRİGO TEKSTİL SANAYİ VE TİCARET A.Ş.,İSTANBUL
RGYAS,RÖNESANS GAYRİMENKUL YATIRIM A.Ş.,ANKARA
RTALB,RTA LABORATUVARLARI BİYOLOJİK ÜRÜNLER İLAÇ VE MAKİNE SANAYİ TİCARET A.Ş.,KOCAELİ
RUBNS,RUBENİS TEKSTİL SANAYİ TİCARET A.Ş.,İSTANBUL
RUZYE,RUZY MADENCİLİK VE ENERJİ YATIRIMLARI SANAYİ VE TİCARET A.Ş.,İZMİR
SAFKR,SAFKAR EGE SOĞUTMACILIK KLİMA SOĞUK HAVA TESİSLERİ İHRACAT İTHALAT SANAYİ VE TİCARET A.Ş.,İZMİR
SANEL,SAN-EL MÜHENDİSLİK ELEKTRİK TAAHHÜT SANAYİ VE TİCARET A.Ş.,İSTANBUL
SNICA,SANİCA ISI SANAYİ A.Ş.,İSTANBUL
SANFM,SANİFOAM ENDÜSTRİ VE TÜKETİM ÜRÜNLERİ SANAYİ TİCARET A.Ş.,TEKİRDAĞ
SANKO,SANKO PAZARLAMA İTHALAT İHRACAT A.Ş.,GAZİANTEP
SAMAT,SARAY MATBAACILIK KAĞITÇILIK KIRTASİYECİLİK TİCARET VE SANAYİ A.Ş.,ANKARA
